ID,Name,Subtitle,URL,GenreID,DeveloperID,Age Rating,Average User Rating,Purchases?,User Rating Count,Price
198,Stratego Single Player,Best strategy board game!,https://apps.apple.com/us/app/stratego-single-player/id398975927,3,186,4,3.5,1,832,2.99
199,Stronghold Kingdoms Castle Sim,The grand strategy castle MMO!,https://apps.apple.com/us/app/stronghold-kingdoms-castle-sim/id1201717505,14,51,12,4.5,1,696,0
200,Sudoku Mega Bundle,Over 100 unique Sudoku games,https://apps.apple.com/us/app/sudoku-mega-bundle/id970674839,11,64,4,5,1,2007,0
201,Sudoku\xb7\xb7,Logic Puzzle Math Number Games,https://apps.apple.com/us/app/sudoku/id1409781798,6,19,4,4.5,0,2601,0
202,Summoner's Greed: Idle RPG TD,Tower Defense. Endless Waves!,https://apps.apple.com/us/app/summoners-greed-idle-rpg-td/id1258027083,13,129,9,5,1,13171,0
203,Super Euchre!,,https://apps.apple.com/us/app/super-euchre/id697411524,4,29,4,4.5,0,5381,0
204,Survival: Wasteland Zombie,Post Apocalypse Survival Games,https://apps.apple.com/us/app/survival-wasteland-zombie/id1441515328,14,84,12,4.5,1,20892,0
205,Sushi Bar Idle,Japanese sushi restaurant idle,https://apps.apple.com/us/app/sushi-bar-idle/id1438089337,14,67,4,5,1,123606,0
206,Tank Battle: 1944,,https://apps.apple.com/us/app/tank-battle-1944/id491005687,14,71,12,4,1,827,2.99
207,Tap Tap Titan - Evil Clicker,Evil Titan Clicks Idle Country,https://apps.apple.com/us/app/tap-tap-titan-evil-clicker/id1142503313,14,129,9,5,1,5346,0
208,Tap Tap Trillionaire : Invest!,Adventure Billionaire Clicker,https://apps.apple.com/us/app/tap-tap-trillionaire-invest/id1090276143,14,129,4,5,1,8396,0
209,Taps to Riches,,https://apps.apple.com/us/app/taps-to-riches/id1069160488,14,60,4,4.5,1,22766,0
210,TerraGenesis - Space Settlers,Terraform using NASA Science!,https://apps.apple.com/us/app/terragenesis-space-settlers/id1039841501,14,163,4,4.5,1,19760,0
211,Through the Ages,Legendary Tabletop Strategy,https://apps.apple.com/us/app/through-the-ages/id966245474,3,35,12,5,0,3032,9.99
212,Tic Tac Toe OXO,Classic 2-Player Table Games,https://apps.apple.com/us/app/tic-tac-toe-oxo/id1082462952,3,14,4,4.5,1,17023,0
213,Tokyo Ghoul: Dark War,Officially Licensed ARPG,https://apps.apple.com/us/app/tokyo-ghoul-dark-war/id1202806324,13,63,12,4,1,1988,0
214,Total Domination - Reborn,Command a post-nuclear world,https://apps.apple.com/us/app/total-domination-reborn/id523660889,1,130,12,4,1,5815,0
215,Totally Sudoku Pen&Paper Book,"200,000 Puzzles Included!",https://apps.apple.com/us/app/totally-sudoku-pen-paper-book/id640720527,6,21,4,4.5,0,4932,0
216,Tower Conquest,Epic Fights with Royale Armies,https://apps.apple.com/us/app/tower-conquest/id1061733193,13,164,9,4.5,1,2516,0
217,Town of Salem - The Coven,,https://apps.apple.com/us/app/town-of-salem-the-coven/id1421518254,13,18,9,3.5,1,1996,0
218,Toy Crush Block Puzzle Games,Top match 3 games 2019 App,https://apps.apple.com/us/app/toy-crush-block-puzzle-games/id1456090932,11,48,4,5,1,615,0
219,Transformers: Earth Wars,Fight with Optimus Prime!,https://apps.apple.com/us/app/transformers-earth-wars/id1058526204,14,13,12,4.5,1,30706,0
220,Tunnel Town,,https://apps.apple.com/us/app/tunnel-town/id606545918,14,178,4,4.5,1,8252,0
221,Turretz,Galaxy War!,https://apps.apple.com/us/app/turretz/id1244601916,5,DeveloperID,4,4.5,1,2792,0
222,United Legends,Defend your Country!,https://apps.apple.com/us/app/united-legends/id1279673124,1,120,9,4.5,1,2328,0
223,Valleys Between,"Build worlds, watch them grow",https://apps.apple.com/us/app/valleys-between/id1348135354,11,100,4,4.5,0,574,2.99
224,VEGA Conflict,,https://apps.apple.com/us/app/vega-conflict/id898383017,1,90,9,4,1,5561,0
225,Video Game Tycoon: Tap Story,Idle Dev Game & Clicker Studio,https://apps.apple.com/us/app/video-game-tycoon-tap-story/id1218756035,13,142,4,4.5,1,15185,0
226,Virtual Families: Cook Off,Flip Houses & Cook Tasty Food!,https://apps.apple.com/us/app/virtual-families-cook-off/id1445894754,7,95,4,5,1,1299,0
227,War Machines: 3D Tank Games,Online Tanks Shooting World,https://apps.apple.com/us/app/war-machines-3d-tank-games/id1058528141,1,58,12,5,1,71126,0
228,War of Colony,,https://apps.apple.com/us/app/war-of-colony/id1241625625,14,123,12,3.5,1,4547,0
229,War of Nations - PVP Strategy,,https://apps.apple.com/us/app/war-of-nations-pvp-strategy/id568212992,1,132,12,4,1,14129,0
230,War of Warship:Pacific War,,https://apps.apple.com/us/app/war-of-warship-pacific-war/id1048542880,13,61,12,3,1,1637,0
231,Warfare Incorporated,,https://apps.apple.com/us/app/warfare-incorporated/id298748403,1,156,9,3.5,0,5931,0
232,Warhammer AoS: Champions,Age of Sigmar PvP Card Game,https://apps.apple.com/us/app/warhammer-aos-champions/id1362510599,4,131,12,4.5,1,565,0
233,Warhammer: Chaos & Conquest,Become the Everchosen of Chaos,https://apps.apple.com/us/app/warhammer-chaos-conquest/id1406401152,14,163,9,4.5,1,1455,0
234,Warlords of Aternum,Turn-based Strategy RPG Game,https://apps.apple.com/us/app/warlords-of-aternum/id1133173046,13,79,12,4.5,1,10425,0
235,Warzone - turn based strategy,Thousands of maps,https://apps.apple.com/us/app/warzone-turn-based-strategy/id597467995,3,135,4,4.5,1,1054,0
236,West Game,Conquer the Wild West,https://apps.apple.com/us/app/west-game/id1453356737,14,98,12,4.5,1,3634,0
237,What The Hen: Enter Dragons!,Legendary heroes in epic duels,https://apps.apple.com/us/app/what-the-hen-enter-dragons/id1137545277,1,143,9,4.5,1,1123,0
238,Woody Bricks and Ball Puzzles,Isometric Bricks and Ball Game,https://apps.apple.com/us/app/woody-bricks-and-ball-puzzles/id1446535007,11,106,4,4.5,0,1746,0
239,World Hockey Manager,Join to Play. Think to Win.,https://apps.apple.com/us/app/world-hockey-manager/id1167490395,16,66,4,4,1,1499,0
240,World Warfare-3D MMO Wargame,,https://apps.apple.com/us/app/world-warfare-3d-mmo-wargame/id1035495958,14,83,12,4,1,1901,0
241,Zombie Labs: Idle Tycoon,The Ultimate Zombie Idle Game,https://apps.apple.com/us/app/zombie-labs-idle-tycoon/id1214716040,14,57,9,5,1,731,0
242,Zombie Strike-Idle Battle SRPG,Fight the undead and challenge,https://apps.apple.com/us/app/zombie-strike-idle-battle-srpg/id1418435463,13,166,12,5,1,3451,0
243,ZombsRoyale.io,100-Player 2D Battle Royale,https://apps.apple.com/us/app/zombsroyale-io/id1356882421,1,183,12,4.5,1,71752,0
